,,Scenario,Region,Variable,Type,Year, electricity-generation-2023 ,electricity-capacity-2023
3712,ManitobaGlobal Net-zeroNatural Gas2035,Global Net-zero,Manitoba,Natural Gas,Primary Fuel,2035, 0.10 ,402.61
3713,ManitobaCanada Net-zeroOil2035,Canada Net-zero,Manitoba,Oil,Primary Fuel,2035, -   ,37.31
3714,ManitobaCurrent MeasuresOil2035,Current Measures,Manitoba,Oil,Primary Fuel,2035, 0.25 ,37.31
3715,ManitobaGlobal Net-zeroOil2035,Global Net-zero,Manitoba,Oil,Primary Fuel,2035, -   ,37.31
3716,ManitobaCanada Net-zeroSolar2035,Canada Net-zero,Manitoba,Solar,Primary Fuel,2035, 84.47 ,6
3717,ManitobaCurrent MeasuresSolar2035,Current Measures,Manitoba,Solar,Primary Fuel,2035, 47.18 ,6
3718,ManitobaGlobal Net-zeroSolar2035,Global Net-zero,Manitoba,Solar,Primary Fuel,2035, 173.50 ,56
3719,ManitobaCanada Net-zeroUranium2035,Canada Net-zero,Manitoba,Uranium,Primary Fuel,2035," 2,168.54 ",491.2830766
3720,ManitobaGlobal Net-zeroUranium2035,Global Net-zero,Manitoba,Uranium,Primary Fuel,2035, 437.51 ,85.5904511
3721,ManitobaCanada Net-zeroWind2035,Canada Net-zero,Manitoba,Wind,Primary Fuel,2035," 1,317.44 ",419.93
3722,ManitobaCurrent MeasuresWind2035,Current Measures,Manitoba,Wind,Primary Fuel,2035," 3,474.34 ",1067.875459
3723,ManitobaGlobal Net-zeroWind2035,Global Net-zero,Manitoba,Wind,Primary Fuel,2035," 1,319.45 ",417.5505236
3724,New BrunswickCanada Net-zeroBiomass / Geothermal2035,Canada Net-zero,New Brunswick,Biomass / Geothermal,Primary Fuel,2035, 123.61 ,79.2
3725,New BrunswickCurrent MeasuresBiomass / Geothermal2035,Current Measures,New Brunswick,Biomass / Geothermal,Primary Fuel,2035, 135.11 ,79.2
3726,New BrunswickGlobal Net-zeroBiomass / Geothermal2035,Global Net-zero,New Brunswick,Biomass / Geothermal,Primary Fuel,2035, 170.07 ,79.2
3727,New BrunswickCanada Net-zeroCoal & Coke2035,Canada Net-zero,New Brunswick,Coal & Coke,Primary Fuel,2035, -   ,0
3728,New BrunswickCurrent MeasuresCoal & Coke2035,Current Measures,New Brunswick,Coal & Coke,Primary Fuel,2035, -   ,0
3729,New BrunswickGlobal Net-zeroCoal & Coke2035,Global Net-zero,New Brunswick,Coal & Coke,Primary Fuel,2035, -   ,0
3730,New BrunswickCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,New Brunswick,Hydro / Wave / Tidal,Primary Fuel,2035," 2,310.39 ",960.98
3731,New BrunswickCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,New Brunswick,Hydro / Wave / Tidal,Primary Fuel,2035," 2,747.13 ",960.98
3732,New BrunswickGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,New Brunswick,Hydro / Wave / Tidal,Primary Fuel,2035," 2,176.63 ",960.98
3733,New BrunswickCanada Net-zeroNatural Gas2035,Canada Net-zero,New Brunswick,Natural Gas,Primary Fuel,2035, 0.51 ,290
3734,New BrunswickCurrent MeasuresNatural Gas2035,Current Measures,New Brunswick,Natural Gas,Primary Fuel,2035, 0.09 ,290
3735,New BrunswickGlobal Net-zeroNatural Gas2035,Global Net-zero,New Brunswick,Natural Gas,Primary Fuel,2035, 0.47 ,290
3736,New BrunswickCanada Net-zeroOil2035,Canada Net-zero,New Brunswick,Oil,Primary Fuel,2035, -   ,1564.34
3737,New BrunswickCurrent MeasuresOil2035,Current Measures,New Brunswick,Oil,Primary Fuel,2035, -   ,1564.34
3738,New BrunswickGlobal Net-zeroOil2035,Global Net-zero,New Brunswick,Oil,Primary Fuel,2035, -   ,1564.34
3739,New BrunswickCanada Net-zeroSolar2035,Canada Net-zero,New Brunswick,Solar,Primary Fuel,2035, 72.56 ,30.162
3740,New BrunswickCurrent MeasuresSolar2035,Current Measures,New Brunswick,Solar,Primary Fuel,2035, 65.58 ,30.162
3741,New BrunswickGlobal Net-zeroSolar2035,Global Net-zero,New Brunswick,Solar,Primary Fuel,2035, 219.56 ,130.162
3742,New BrunswickCanada Net-zeroUranium2035,Canada Net-zero,New Brunswick,Uranium,Primary Fuel,2035," 5,073.39 ",705
3743,New BrunswickCurrent MeasuresUranium2035,Current Measures,New Brunswick,Uranium,Primary Fuel,2035," 5,298.62 ",705
3744,New BrunswickGlobal Net-zeroUranium2035,Global Net-zero,New Brunswick,Uranium,Primary Fuel,2035," 5,056.79 ",705
3745,New BrunswickCanada Net-zeroWind2035,Canada Net-zero,New Brunswick,Wind,Primary Fuel,2035," 6,994.30 ",2248.336631
3746,New BrunswickCurrent MeasuresWind2035,Current Measures,New Brunswick,Wind,Primary Fuel,2035," 6,792.52 ",2011.037971
3747,New BrunswickGlobal Net-zeroWind2035,Global Net-zero,New Brunswick,Wind,Primary Fuel,2035," 7,349.52 ",2347.282598
3748,Newfoundland and LabradorCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,Primary Fuel,2035," 45,753.25 ",7607.061
3749,Newfoundland and LabradorCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,Newfoundland and Labrador,Hydro / Wave / Tidal,Primary Fuel,2035," 45,113.53 ",7607.061
3750,Newfoundland and LabradorGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,Primary Fuel,2035," 45,710.75 ",7607.061
3751,Newfoundland and LabradorCanada Net-zeroNatural Gas2035,Canada Net-zero,Newfoundland and Labrador,Natural Gas,Primary Fuel,2035, -   ,120
3752,Newfoundland and LabradorCurrent MeasuresNatural Gas2035,Current Measures,Newfoundland and Labrador,Natural Gas,Primary Fuel,2035, -   ,120
3753,Newfoundland and LabradorGlobal Net-zeroNatural Gas2035,Global Net-zero,Newfoundland and Labrador,Natural Gas,Primary Fuel,2035, -   ,120
3754,Newfoundland and LabradorCanada Net-zeroOil2035,Canada Net-zero,Newfoundland and Labrador,Oil,Primary Fuel,2035, -   ,279.55
3755,Newfoundland and LabradorCurrent MeasuresOil2035,Current Measures,Newfoundland and Labrador,Oil,Primary Fuel,2035, -   ,279.55
3756,Newfoundland and LabradorGlobal Net-zeroOil2035,Global Net-zero,Newfoundland and Labrador,Oil,Primary Fuel,2035, -   ,279.55
3757,Newfoundland and LabradorCanada Net-zeroSolar2035,Canada Net-zero,Newfoundland and Labrador,Solar,Primary Fuel,2035, 14.39 ,0.015
3758,Newfoundland and LabradorCurrent MeasuresSolar2035,Current Measures,Newfoundland and Labrador,Solar,Primary Fuel,2035, 8.64 ,0.015
3759,Newfoundland and LabradorGlobal Net-zeroSolar2035,Global Net-zero,Newfoundland and Labrador,Solar,Primary Fuel,2035, 14.39 ,0.015
3760,Newfoundland and LabradorCanada Net-zeroWind2035,Canada Net-zero,Newfoundland and Labrador,Wind,Primary Fuel,2035, 194.50 ,54.3
3761,Newfoundland and LabradorCurrent MeasuresWind2035,Current Measures,Newfoundland and Labrador,Wind,Primary Fuel,2035, 194.50 ,54.3
3762,Newfoundland and LabradorGlobal Net-zeroWind2035,Global Net-zero,Newfoundland and Labrador,Wind,Primary Fuel,2035, 194.50 ,54.3
3763,Nova ScotiaCanada Net-zeroBiomass / Geothermal2035,Canada Net-zero,Nova Scotia,Biomass / Geothermal,Primary Fuel,2035, 38.51 ,112.56
3764,Nova ScotiaCurrent MeasuresBiomass / Geothermal2035,Current Measures,Nova Scotia,Biomass / Geothermal,Primary Fuel,2035, 356.62 ,112.56
3765,Nova ScotiaGlobal Net-zeroBiomass / Geothermal2035,Global Net-zero,Nova Scotia,Biomass / Geothermal,Primary Fuel,2035, 56.55 ,112.56
3766,Nova ScotiaCanada Net-zeroCoal & Coke2035,Canada Net-zero,Nova Scotia,Coal & Coke,Primary Fuel,2035, -   ,0
3767,Nova ScotiaCurrent MeasuresCoal & Coke2035,Current Measures,Nova Scotia,Coal & Coke,Primary Fuel,2035, -   ,0
3768,Nova ScotiaGlobal Net-zeroCoal & Coke2035,Global Net-zero,Nova Scotia,Coal & Coke,Primary Fuel,2035, -   ,0
3769,Nova ScotiaCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,Nova Scotia,Hydro / Wave / Tidal,Primary Fuel,2035, 229.46 ,389.35
3770,Nova ScotiaCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,Nova Scotia,Hydro / Wave / Tidal,Primary Fuel,2035, 987.57 ,389.35
3771,Nova ScotiaGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,Nova Scotia,Hydro / Wave / Tidal,Primary Fuel,2035, 221.67 ,389.35
3772,Nova ScotiaCanada Net-zeroNatural Gas2035,Canada Net-zero,Nova Scotia,Natural Gas,Primary Fuel,2035, 34.07 ,1375.098935
3773,Nova ScotiaCurrent MeasuresNatural Gas2035,Current Measures,Nova Scotia,Natural Gas,Primary Fuel,2035," 5,671.37 ",1691.029026
3774,Nova ScotiaGlobal Net-zeroNatural Gas2035,Global Net-zero,Nova Scotia,Natural Gas,Primary Fuel,2035, 28.74 ,658.6962669
3775,Nova ScotiaCanada Net-zeroOil2035,Canada Net-zero,Nova Scotia,Oil,Primary Fuel,2035, -   ,222.3
3776,Nova ScotiaCurrent MeasuresOil2035,Current Measures,Nova Scotia,Oil,Primary Fuel,2035, -   ,222.3
3777,Nova ScotiaGlobal Net-zeroOil2035,Global Net-zero,Nova Scotia,Oil,Primary Fuel,2035, -   ,222.3
3778,Nova ScotiaCanada Net-zeroSolar2035,Canada Net-zero,Nova Scotia,Solar,Primary Fuel,2035, 17.11 ,0.365
3779,Nova ScotiaCurrent MeasuresSolar2035,Current Measures,Nova Scotia,Solar,Primary Fuel,2035, 10.48 ,0.365
3780,Nova ScotiaGlobal Net-zeroSolar2035,Global Net-zero,Nova Scotia,Solar,Primary Fuel,2035, 94.77 ,100.365
3781,Nova ScotiaCanada Net-zeroWind2035,Canada Net-zero,Nova Scotia,Wind,Primary Fuel,2035," 21,345.56 ",5603.18
3782,Nova ScotiaCurrent MeasuresWind2035,Current Measures,Nova Scotia,Wind,Primary Fuel,2035," 2,984.42 ",828.3188013
3783,Nova ScotiaGlobal Net-zeroWind2035,Global Net-zero,Nova Scotia,Wind,Primary Fuel,2035," 21,188.66 ",5603.18
3784,Northwest TerritoriesCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,Northwest Territories,Hydro / Wave / Tidal,Primary Fuel,2035, 594.06 ,131.5768868
3785,Northwest TerritoriesCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,Northwest Territories,Hydro / Wave / Tidal,Primary Fuel,2035, 321.11 ,115.4805
3786,Northwest TerritoriesGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,Northwest Territories,Hydro / Wave / Tidal,Primary Fuel,2035, 450.49 ,115.4805
3787,Northwest TerritoriesCanada Net-zeroNatural Gas2035,Canada Net-zero,Northwest Territories,Natural Gas,Primary Fuel,2035, 32.08 ,10
3788,Northwest TerritoriesCurrent MeasuresNatural Gas2035,Current Measures,Northwest Territories,Natural Gas,Primary Fuel,2035, -   ,10
3789,Northwest TerritoriesGlobal Net-zeroNatural Gas2035,Global Net-zero,Northwest Territories,Natural Gas,Primary Fuel,2035, 2.37 ,10
3790,Northwest TerritoriesCanada Net-zeroOil2035,Canada Net-zero,Northwest Territories,Oil,Primary Fuel,2035, 12.29 ,89.2
3791,Northwest TerritoriesCurrent MeasuresOil2035,Current Measures,Northwest Territories,Oil,Primary Fuel,2035, 11.65 ,120
3792,Northwest TerritoriesGlobal Net-zeroOil2035,Global Net-zero,Northwest Territories,Oil,Primary Fuel,2035, 5.92 ,89.2
3793,Northwest TerritoriesCanada Net-zeroSolar2035,Canada Net-zero,Northwest Territories,Solar,Primary Fuel,2035, 61.69 ,42.015
3794,Northwest TerritoriesCurrent MeasuresSolar2035,Current Measures,Northwest Territories,Solar,Primary Fuel,2035, 3.21 ,2.015
3795,Northwest TerritoriesGlobal Net-zeroSolar2035,Global Net-zero,Northwest Territories,Solar,Primary Fuel,2035, 3.69 ,2.015
3796,Northwest TerritoriesCanada Net-zeroWind2035,Canada Net-zero,Northwest Territories,Wind,Primary Fuel,2035, 47.04 ,25.79805814
3797,Northwest TerritoriesCurrent MeasuresWind2035,Current Measures,Northwest Territories,Wind,Primary Fuel,2035, 17.73 ,13.2
3798,Northwest TerritoriesGlobal Net-zeroWind2035,Global Net-zero,Northwest Territories,Wind,Primary Fuel,2035, 24.02 ,13.2
3799,NunavutCurrent MeasuresBiomass / Geothermal2035,Current Measures,Nunavut,Biomass / Geothermal,Primary Fuel,2035, 122.15 ,28.3
3800,NunavutCanada Net-zeroOil2035,Canada Net-zero,Nunavut,Oil,Primary Fuel,2035, 231.73 ,70.28
3801,NunavutCurrent MeasuresOil2035,Current Measures,Nunavut,Oil,Primary Fuel,2035, 75.01 ,70.28
3802,NunavutGlobal Net-zeroOil2035,Global Net-zero,Nunavut,Oil,Primary Fuel,2035, 224.37 ,70.28
3803,NunavutCanada Net-zeroSolar2035,Canada Net-zero,Nunavut,Solar,Primary Fuel,2035, 44.13 ,40.033
3804,NunavutCurrent MeasuresSolar2035,Current Measures,Nunavut,Solar,Primary Fuel,2035, 41.83 ,40.033
3805,NunavutGlobal Net-zeroSolar2035,Global Net-zero,Nunavut,Solar,Primary Fuel,2035, 43.41 ,40.033
3806,NunavutCanada Net-zeroWind2035,Canada Net-zero,Nunavut,Wind,Primary Fuel,2035, 89.08 ,32.065
3807,NunavutCurrent MeasuresWind2035,Current Measures,Nunavut,Wind,Primary Fuel,2035, 86.47 ,31.55263158
3808,NunavutGlobal Net-zeroWind2035,Global Net-zero,Nunavut,Wind,Primary Fuel,2035, 89.14 ,31.39005236
3809,OntarioCanada Net-zeroBiomass / Geothermal2035,Canada Net-zero,Ontario,Biomass / Geothermal,Primary Fuel,2035," 1,757.77 ",781.9533333
3810,OntarioCurrent MeasuresBiomass / Geothermal2035,Current Measures,Ontario,Biomass / Geothermal,Primary Fuel,2035," 1,894.84 ",698.62
3811,OntarioGlobal Net-zeroBiomass / Geothermal2035,Global Net-zero,Ontario,Biomass / Geothermal,Primary Fuel,2035," 2,395.87 ",781.9533333
3812,OntarioCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,Ontario,Hydro / Wave / Tidal,Primary Fuel,2035," 41,504.00 ",10263.68
3813,OntarioCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,Ontario,Hydro / Wave / Tidal,Primary Fuel,2035," 37,694.74 ",9263.68
3814,OntarioGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,Ontario,Hydro / Wave / Tidal,Primary Fuel,2035," 41,568.72 ",10263.68
3815,OntarioCanada Net-zeroNatural Gas2035,Canada Net-zero,Ontario,Natural Gas,Primary Fuel,2035," 5,093.92 ",16517.65014
3816,OntarioCurrent MeasuresNatural Gas2035,Current Measures,Ontario,Natural Gas,Primary Fuel,2035," 14,757.72 ",15505.76748
3817,OntarioGlobal Net-zeroNatural Gas2035,Global Net-zero,Ontario,Natural Gas,Primary Fuel,2035," 9,415.68 ",18381.00273
3818,OntarioCanada Net-zeroOil2035,Canada Net-zero,Ontario,Oil,Primary Fuel,2035, 13.66 ,228.45
3819,OntarioCurrent MeasuresOil2035,Current Measures,Ontario,Oil,Primary Fuel,2035, 13.66 ,228.45
3820,OntarioGlobal Net-zeroOil2035,Global Net-zero,Ontario,Oil,Primary Fuel,2035, 13.66 ,228.45
3821,OntarioCanada Net-zeroSolar2035,Canada Net-zero,Ontario,Solar,Primary Fuel,2035," 9,721.34 ",3016.183277
3822,OntarioCurrent MeasuresSolar2035,Current Measures,Ontario,Solar,Primary Fuel,2035," 8,712.28 ",2669.46
3823,OntarioGlobal Net-zeroSolar2035,Global Net-zero,Ontario,Solar,Primary Fuel,2035," 11,309.98 ",3869.46
3824,OntarioCanada Net-zeroUranium2035,Canada Net-zero,Ontario,Uranium,Primary Fuel,2035," 131,845.42 ",20000.33979
3825,OntarioCurrent MeasuresUranium2035,Current Measures,Ontario,Uranium,Primary Fuel,2035," 85,054.70 ",11200
3826,OntarioGlobal Net-zeroUranium2035,Global Net-zero,Ontario,Uranium,Primary Fuel,2035," 114,956.81 ",16215.22554
3827,OntarioCanada Net-zeroWind2035,Canada Net-zero,Ontario,Wind,Primary Fuel,2035," 64,146.81 ",17064.25081
3828,OntarioCurrent MeasuresWind2035,Current Measures,Ontario,Wind,Primary Fuel,2035," 33,966.02 ",10067.50832
3829,OntarioGlobal Net-zeroWind2035,Global Net-zero,Ontario,Wind,Primary Fuel,2035," 66,599.91 ",17608.86473
3830,Prince Edward IslandCanada Net-zeroBiomass / Geothermal2035,Canada Net-zero,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2035, 3.58 ,2.1
3831,Prince Edward IslandCurrent MeasuresBiomass / Geothermal2035,Current Measures,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2035, 9.22 ,2.1
3832,Prince Edward IslandGlobal Net-zeroBiomass / Geothermal2035,Global Net-zero,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2035, 5.08 ,2.1
3833,Prince Edward IslandCanada Net-zeroOil2035,Canada Net-zero,Prince Edward Island,Oil,Primary Fuel,2035, 1.70 ,170.45
3834,Prince Edward IslandCurrent MeasuresOil2035,Current Measures,Prince Edward Island,Oil,Primary Fuel,2035, 0.06 ,170.45
3835,Prince Edward IslandGlobal Net-zeroOil2035,Global Net-zero,Prince Edward Island,Oil,Primary Fuel,2035, 75.36 ,170.45
3836,Prince Edward IslandCanada Net-zeroSolar2035,Canada Net-zero,Prince Edward Island,Solar,Primary Fuel,2035, 100.49 ,61.9679401
3837,Prince Edward IslandCurrent MeasuresSolar2035,Current Measures,Prince Edward Island,Solar,Primary Fuel,2035, 2.71 ,0
3838,Prince Edward IslandGlobal Net-zeroSolar2035,Global Net-zero,Prince Edward Island,Solar,Primary Fuel,2035, 109.97 ,67.28264637
3839,Prince Edward IslandCanada Net-zeroUranium2035,Canada Net-zero,Prince Edward Island,Uranium,Primary Fuel,2035, 674.22 ,112.2452966
3840,Prince Edward IslandGlobal Net-zeroUranium2035,Global Net-zero,Prince Edward Island,Uranium,Primary Fuel,2035, 554.81 ,96.14769861
3841,Prince Edward IslandCanada Net-zeroWind2035,Canada Net-zero,Prince Edward Island,Wind,Primary Fuel,2035," 1,537.19 ",419.3396731
3842,Prince Edward IslandCurrent MeasuresWind2035,Current Measures,Prince Edward Island,Wind,Primary Fuel,2035," 2,175.62 ",604.3021899
3843,Prince Edward IslandGlobal Net-zeroWind2035,Global Net-zero,Prince Edward Island,Wind,Primary Fuel,2035," 1,338.53 ",358.28
3844,QuebecCanada Net-zeroBiomass / Geothermal2035,Canada Net-zero,Quebec,Biomass / Geothermal,Primary Fuel,2035," 1,566.71 ",326.39
3845,QuebecCurrent MeasuresBiomass / Geothermal2035,Current Measures,Quebec,Biomass / Geothermal,Primary Fuel,2035," 10,554.74 ",8514.961687
3846,QuebecGlobal Net-zeroBiomass / Geothermal2035,Global Net-zero,Quebec,Biomass / Geothermal,Primary Fuel,2035," 1,672.19 ",326.39
3847,QuebecCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,Quebec,Hydro / Wave / Tidal,Primary Fuel,2035," 261,502.53 ",45986.87
3848,QuebecCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,Quebec,Hydro / Wave / Tidal,Primary Fuel,2035," 244,996.95 ",43486.87
3849,QuebecGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,Quebec,Hydro / Wave / Tidal,Primary Fuel,2035," 259,601.07 ",45986.87
3850,QuebecCanada Net-zeroNatural Gas2035,Canada Net-zero,Quebec,Natural Gas,Primary Fuel,2035, -   ,0
3851,QuebecCurrent MeasuresNatural Gas2035,Current Measures,Quebec,Natural Gas,Primary Fuel,2035, -   ,560
3852,QuebecGlobal Net-zeroNatural Gas2035,Global Net-zero,Quebec,Natural Gas,Primary Fuel,2035, -   ,0
3853,QuebecCanada Net-zeroOil2035,Canada Net-zero,Quebec,Oil,Primary Fuel,2035, 322.46 ,244
3854,QuebecCurrent MeasuresOil2035,Current Measures,Quebec,Oil,Primary Fuel,2035, 320.62 ,244
3855,QuebecGlobal Net-zeroOil2035,Global Net-zero,Quebec,Oil,Primary Fuel,2035, 322.22 ,244
3856,QuebecCanada Net-zeroSolar2035,Canada Net-zero,Quebec,Solar,Primary Fuel,2035, 364.61 ,0.297
3857,QuebecCurrent MeasuresSolar2035,Current Measures,Quebec,Solar,Primary Fuel,2035, 189.79 ,0.297
3858,QuebecGlobal Net-zeroSolar2035,Global Net-zero,Quebec,Solar,Primary Fuel,2035, 624.78 ,180.297
3859,QuebecCanada Net-zeroUranium2035,Canada Net-zero,Quebec,Uranium,Primary Fuel,2035, -   ,0
3860,QuebecGlobal Net-zeroUranium2035,Global Net-zero,Quebec,Uranium,Primary Fuel,2035, -   ,0
3861,QuebecCanada Net-zeroWind2035,Canada Net-zero,Quebec,Wind,Primary Fuel,2035," 20,099.02 ",5587.669411
3862,QuebecCurrent MeasuresWind2035,Current Measures,Quebec,Wind,Primary Fuel,2035," 29,247.39 ",8809.015413
3863,QuebecGlobal Net-zeroWind2035,Global Net-zero,Quebec,Wind,Primary Fuel,2035," 15,608.42 ",4744.903215
3864,SaskatchewanCanada Net-zeroBiomass / Geothermal2035,Canada Net-zero,Saskatchewan,Biomass / Geothermal,Primary Fuel,2035," 4,492.49 ",591.5555556
3865,SaskatchewanCurrent MeasuresBiomass / Geothermal2035,Current Measures,Saskatchewan,Biomass / Geothermal,Primary Fuel,2035, 282.81 ,36
3866,SaskatchewanGlobal Net-zeroBiomass / Geothermal2035,Global Net-zero,Saskatchewan,Biomass / Geothermal,Primary Fuel,2035," 4,557.12 ",591.5555556
3867,SaskatchewanCanada Net-zeroCoal & Coke2035,Canada Net-zero,Saskatchewan,Coal & Coke,Primary Fuel,2035, -   ,0
3868,SaskatchewanCurrent MeasuresCoal & Coke2035,Current Measures,Saskatchewan,Coal & Coke,Primary Fuel,2035, 654.81 ,115
3869,SaskatchewanGlobal Net-zeroCoal & Coke2035,Global Net-zero,Saskatchewan,Coal & Coke,Primary Fuel,2035, -   ,0
3870,SaskatchewanCanada Net-zeroHydro / Wave / Tidal2035,Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,Primary Fuel,2035," 3,773.23 ",989.06
3871,SaskatchewanCurrent MeasuresHydro / Wave / Tidal2035,Current Measures,Saskatchewan,Hydro / Wave / Tidal,Primary Fuel,2035," 4,195.01 ",939.06
3872,SaskatchewanGlobal Net-zeroHydro / Wave / Tidal2035,Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,Primary Fuel,2035," 3,962.83 ",939.06
3873,SaskatchewanCanada Net-zeroNatural Gas2035,Canada Net-zero,Saskatchewan,Natural Gas,Primary Fuel,2035, 507.64 ,2815.636753
3874,SaskatchewanCurrent MeasuresNatural Gas2035,Current Measures,Saskatchewan,Natural Gas,Primary Fuel,2035," 11,701.27 ",3918.751932
3875,SaskatchewanGlobal Net-zeroNatural Gas2035,Global Net-zero,Saskatchewan,Natural Gas,Primary Fuel,2035," 4,293.57 ",3091.567102
3876,SaskatchewanCanada Net-zeroOil2035,Canada Net-zero,Saskatchewan,Oil,Primary Fuel,2035, -   ,16.955
3877,SaskatchewanCurrent MeasuresOil2035,Current Measures,Saskatchewan,Oil,Primary Fuel,2035, -   ,16.955
3878,SaskatchewanGlobal Net-zeroOil2035,Global Net-zero,Saskatchewan,Oil,Primary Fuel,2035, -   ,16.955
3879,SaskatchewanCanada Net-zeroSolar2035,Canada Net-zero,Saskatchewan,Solar,Primary Fuel,2035," 3,099.65 ",1466.822423
3880,SaskatchewanCurrent MeasuresSolar2035,Current Measures,Saskatchewan,Solar,Primary Fuel,2035," 1,742.10 ",810.905538
3881,SaskatchewanGlobal Net-zeroSolar2035,Global Net-zero,Saskatchewan,Solar,Primary Fuel,2035," 1,649.83 ",718.2993085
