Scenario,Region,Variable,Year,Electricity generation,Electricity capacity
Canada Net-zero,British Columbia,Wind,2016,1223,488.25
Canada Net-zero,British Columbia,Wind,2017,1631,702.25
Canada Net-zero,British Columbia,Wind,2018,1724,702.25
Canada Net-zero,British Columbia,Wind,2019,1693,702.25
Canada Net-zero,Canada,Wind,2005,1453.41,557.37
Canada Net-zero,Canada,Wind,2006,2529.41,1443.04
Canada Net-zero,Canada,Wind,2007,3683.41,1823.24
Canada Net-zero,Canada,Wind,2008,4715.44,2321.14
Canada Net-zero,Canada,Wind,2009,7031.23,3240.14
Canada Net-zero,Canada,Wind,2010,8354.23,3746.11
Canada Net-zero,Canada,Wind,2011,11622.99,5171.34
Canada Net-zero,Canada,Wind,2012,13716.78,5883.21
Canada Net-zero,Canada,Wind,2013,17544.74,7467.01
Canada Net-zero,Canada,Wind,2014,21484.5,9404.99
Canada Net-zero,Canada,Wind,2015,26692.57,10945.79
Canada Net-zero,Canada,Wind,2016,30624,11766.8
Canada Net-zero,Canada,Wind,2017,31197,12673.45
Canada Net-zero,Canada,Wind,2018,32814.01,12781.65
Canada Net-zero,Canada,Wind,2019,32333,13206.05
Canada Net-zero,Manitoba,Wind,2005,53,20
Canada Net-zero,Manitoba,Wind,2006,325,103.95
Canada Net-zero,Manitoba,Wind,2007,325,103.95
Canada Net-zero,Manitoba,Wind,2008,412,103.95
Canada Net-zero,Manitoba,Wind,2009,365,103.95
Canada Net-zero,Manitoba,Wind,2010,343,103.95
Canada Net-zero,Manitoba,Wind,2011,747,241.95
Canada Net-zero,Manitoba,Wind,2012,877,258.45
Canada Net-zero,Manitoba,Wind,2013,868,258.45
Canada Net-zero,Manitoba,Wind,2014,911.32,258.45
Canada Net-zero,Manitoba,Wind,2015,903,258.45
Canada Net-zero,Manitoba,Wind,2016,966,258.45
Canada Net-zero,Manitoba,Wind,2017,927,258.45
Canada Net-zero,Manitoba,Wind,2018,873,258.45
Canada Net-zero,Manitoba,Wind,2019,884,258.45
Canada Net-zero,New Brunswick,Wind,2005,0,0
Canada Net-zero,New Brunswick,Wind,2006,0,0
Canada Net-zero,New Brunswick,Wind,2007,0,0
Canada Net-zero,New Brunswick,Wind,2008,0,96
Canada Net-zero,New Brunswick,Wind,2009,270,195
Canada Net-zero,New Brunswick,Wind,2010,389,195
Canada Net-zero,New Brunswick,Wind,2011,693,294
Canada Net-zero,New Brunswick,Wind,2012,733,294
Canada Net-zero,New Brunswick,Wind,2013,737,294
Canada Net-zero,New Brunswick,Wind,2014,785.85,294
Canada Net-zero,New Brunswick,Wind,2015,792,294
Canada Net-zero,New Brunswick,Wind,2016,766,294
Canada Net-zero,New Brunswick,Wind,2017,781,294
Canada Net-zero,New Brunswick,Wind,2018,825,294
Canada Net-zero,New Brunswick,Wind,2019,888,294
Canada Net-zero,Newfoundland and Labrador,Wind,2005,0,0
Canada Net-zero,Newfoundland and Labrador,Wind,2006,0,0
Canada Net-zero,Newfoundland and Labrador,Wind,2007,0,0
Canada Net-zero,Newfoundland and Labrador,Wind,2008,0,0
Canada Net-zero,Newfoundland and Labrador,Wind,2009,102,54
Canada Net-zero,Newfoundland and Labrador,Wind,2010,183,54
Canada Net-zero,Newfoundland and Labrador,Wind,2011,198,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2012,195,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2013,192,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2014,176.96,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2015,172,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2016,190,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2017,186,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2018,206,54.3
Canada Net-zero,Newfoundland and Labrador,Wind,2019,182,54.3
Canada Net-zero,Northwest Territories,Wind,2005,0,0
Canada Net-zero,Northwest Territories,Wind,2006,0,0
Canada Net-zero,Northwest Territories,Wind,2007,0,0
Canada Net-zero,Northwest Territories,Wind,2008,0,0
Canada Net-zero,Northwest Territories,Wind,2009,0,0
Canada Net-zero,Northwest Territories,Wind,2010,0,0
Canada Net-zero,Northwest Territories,Wind,2011,0,0
Canada Net-zero,Northwest Territories,Wind,2012,1.3,9.2
Canada Net-zero,Northwest Territories,Wind,2013,1.6,9.2
Canada Net-zero,Northwest Territories,Wind,2014,19.85,9.2
Canada Net-zero,Northwest Territories,Wind,2015,21,9.2
Canada Net-zero,Northwest Territories,Wind,2016,14,9.2
Canada Net-zero,Northwest Territories,Wind,2017,17,9.2
Canada Net-zero,Northwest Territories,Wind,2018,18,9.2
Canada Net-zero,Northwest Territories,Wind,2019,17,9.2
Canada Net-zero,Nova Scotia,Wind,2005,85,34.7
Canada Net-zero,Nova Scotia,Wind,2006,110,37.1
Canada Net-zero,Nova Scotia,Wind,2007,157,42.3
Canada Net-zero,Nova Scotia,Wind,2008,149,43.2
Canada Net-zero,Nova Scotia,Wind,2009,154,43.2
Canada Net-zero,Nova Scotia,Wind,2010,387,122.2
Canada Net-zero,Nova Scotia,Wind,2011,664.19,216.6
Canada Net-zero,Nova Scotia,Wind,2012,800,320.2
Canada Net-zero,Nova Scotia,Wind,2013,765,326.17
Canada Net-zero,Nova Scotia,Wind,2014,748.68,328.17
Canada Net-zero,Nova Scotia,Wind,2015,803.57,534.17
Canada Net-zero,Nova Scotia,Wind,2016,999,596.4
Canada Net-zero,Nova Scotia,Wind,2017,1309,615.4
Canada Net-zero,Nova Scotia,Wind,2018,1153,615.4
Canada Net-zero,Nova Scotia,Wind,2019,1057,615.4
Canada Net-zero,Nunavut,Wind,2005,0,0
Canada Net-zero,Nunavut,Wind,2006,0,0
Canada Net-zero,Nunavut,Wind,2007,0,0
Canada Net-zero,Nunavut,Wind,2008,0,0
Canada Net-zero,Nunavut,Wind,2009,0,0
Canada Net-zero,Nunavut,Wind,2010,0,0
Canada Net-zero,Nunavut,Wind,2011,0,0
Canada Net-zero,Nunavut,Wind,2012,0,0
Canada Net-zero,Nunavut,Wind,2013,0,0
Canada Net-zero,Nunavut,Wind,2014,0,0
Canada Net-zero,Nunavut,Wind,2015,0,0
Canada Net-zero,Nunavut,Wind,2016,0,0
Canada Net-zero,Nunavut,Wind,2017,0,0
Canada Net-zero,Nunavut,Wind,2018,0,0
Canada Net-zero,Nunavut,Wind,2019,0,0
Canada Net-zero,Ontario,Wind,2005,26,15
Canada Net-zero,Ontario,Wind,2006,145,414
Canada Net-zero,Ontario,Wind,2007,494,491
Canada Net-zero,Ontario,Wind,2008,1400,782
Canada Net-zero,Ontario,Wind,2009,2300,1168
Canada Net-zero,Ontario,Wind,2010,2800,1447
Canada Net-zero,Ontario,Wind,2011,3900,1970
Canada Net-zero,Ontario,Wind,2012,4600,2053
Canada Net-zero,Ontario,Wind,2013,5200,2491
Canada Net-zero,Ontario,Wind,2014,6900.64,3490
Canada Net-zero,Ontario,Wind,2015,11396,4374
Canada Net-zero,Ontario,Wind,2016,10758,4841.45
Canada Net-zero,Ontario,Wind,2017,10464,5115.45
Canada Net-zero,Ontario,Wind,2018,11922.01,5076.45
Canada Net-zero,Ontario,Wind,2019,10957,5076.45
Canada Net-zero,Prince Edward Island,Wind,2005,40,13
Canada Net-zero,Prince Edward Island,Wind,2006,36,13
Canada Net-zero,Prince Edward Island,Wind,2007,40,72
Canada Net-zero,Prince Edward Island,Wind,2008,142,72
Canada Net-zero,Prince Edward Island,Wind,2009,347,151
Canada Net-zero,Prince Edward Island,Wind,2010,458,163
Canada Net-zero,Prince Edward Island,Wind,2011,488,163
Canada Net-zero,Prince Edward Island,Wind,2012,468,163
Canada Net-zero,Prince Edward Island,Wind,2013,499,173
Canada Net-zero,Prince Edward Island,Wind,2014,611.28,202.98
Canada Net-zero,Prince Edward Island,Wind,2015,606,203.28
Canada Net-zero,Prince Edward Island,Wind,2016,594,203.28
Canada Net-zero,Prince Edward Island,Wind,2017,604,203.28
Canada Net-zero,Prince Edward Island,Wind,2018,640,203.28
Canada Net-zero,Prince Edward Island,Wind,2019,645,203.28
Canada Net-zero,Quebec,Wind,2005,416,207
Canada Net-zero,Quebec,Wind,2006,419,317
Canada Net-zero,Quebec,Wind,2007,617,417
Canada Net-zero,Quebec,Wind,2008,565,527
Canada Net-zero,Quebec,Wind,2009,1322,660
Canada Net-zero,Quebec,Wind,2010,1535.14,663.97
Canada Net-zero,Quebec,Wind,2011,1393.8,923
Canada Net-zero,Quebec,Wind,2012,2278.06,1199.57
Canada Net-zero,Quebec,Wind,2013,4717.86,2187.4
Canada Net-zero,Quebec,Wind,2014,6124.31,2648.4
Canada Net-zero,Quebec,Wind,2015,6421,3045.4
Canada Net-zero,Quebec,Wind,2016,9781,3332.72
Canada Net-zero,Quebec,Wind,2017,9905,3732.37
Canada Net-zero,Quebec,Wind,2018,10640,3879.57
Canada Net-zero,Quebec,Wind,2019,11097,4303.97
Canada Net-zero,Saskatchewan,Wind,2005,92,15.86
Canada Net-zero,Saskatchewan,Wind,2006,573,171.18
Canada Net-zero,Saskatchewan,Wind,2007,620,171.18
Canada Net-zero,Saskatchewan,Wind,2008,574,171.18
Canada Net-zero,Saskatchewan,Wind,2009,579,171.18
Canada Net-zero,Saskatchewan,Wind,2010,507,171.18
Canada Net-zero,Saskatchewan,Wind,2011,682,196.68
Canada Net-zero,Saskatchewan,Wind,2012,655,196.68
Canada Net-zero,Saskatchewan,Wind,2013,646,196.68
Canada Net-zero,Saskatchewan,Wind,2014,615.26,196.68
Canada Net-zero,Saskatchewan,Wind,2015,620,221.18
Canada Net-zero,Saskatchewan,Wind,2016,746,221.18
Canada Net-zero,Saskatchewan,Wind,2017,739,221.18
Canada Net-zero,Saskatchewan,Wind,2018,694,221.18
Canada Net-zero,Saskatchewan,Wind,2019,707,221.18
Canada Net-zero,Yukon,Wind,2005,0.41,0.81
Canada Net-zero,Yukon,Wind,2006,0.41,0.81
Canada Net-zero,Yukon,Wind,2007,0.41,0.81
Canada Net-zero,Yukon,Wind,2008,0.44,0.81
Canada Net-zero,Yukon,Wind,2009,0.23,0.81
Canada Net-zero,Yukon,Wind,2010,0.09,0.81
Canada Net-zero,Yukon,Wind,2011,0.4,0.81
Canada Net-zero,Yukon,Wind,2012,0.45,0.81
Canada Net-zero,Yukon,Wind,2013,0.28,0.81
Canada Net-zero,Yukon,Wind,2014,0.33,0.81
Canada Net-zero,Yukon,Wind,2015,1,0.81
Canada Net-zero,Yukon,Wind,2016,1,0.81
Canada Net-zero,Yukon,Wind,2017,0,0.81
Canada Net-zero,Yukon,Wind,2018,0,0.81
Canada Net-zero,Yukon,Wind,2019,0,0.81
Canada Net-zero,Canada,Biomass / Geothermal,2020,9141.13,2522.82
Current Measures,Canada,Biomass / Geothermal,2020,9141.13,2522.82
Global Net-zero,Canada,Biomass / Geothermal,2020,9141.13,2522.82
Canada Net-zero,Canada,Coal & Coke,2020,41913.67,7928
Current Measures,Canada,Coal & Coke,2020,41913.67,7928
Global Net-zero,Canada,Coal & Coke,2020,41913.67,7928
Canada Net-zero,Canada,Hydro / Wave / Tidal,2020,381169.28,81743.49
Current Measures,Canada,Hydro / Wave / Tidal,2020,381169.28,81743.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2020,381169.28,81743.49
Canada Net-zero,Canada,Natural Gas,2020,68037.5,22893.33
Current Measures,Canada,Natural Gas,2020,68037.5,22893.33
Global Net-zero,Canada,Natural Gas,2020,68037.5,22893.33
Canada Net-zero,Canada,Oil,2020,2058.4,3660.56
Current Measures,Canada,Oil,2020,2058.4,3660.56
Global Net-zero,Canada,Oil,2020,2058.4,3660.56
Canada Net-zero,Canada,Solar,2020,5919.9,3116.67
Current Measures,Canada,Solar,2020,5919.9,3116.67
Global Net-zero,Canada,Solar,2020,5919.9,3116.67
Canada Net-zero,Canada,Uranium,2020,92645.8,14845
Current Measures,Canada,Uranium,2020,92645.8,14845
Global Net-zero,Canada,Uranium,2020,92645.8,14845
Canada Net-zero,Canada,Wind,2020,37454.07,13658.43
Current Measures,Canada,Wind,2020,37454.07,13658.43
Global Net-zero,Canada,Wind,2020,37454.07,13658.43
Canada Net-zero,Canada,Biomass / Geothermal,2021,9461.53,2542.07
Current Measures,Canada,Biomass / Geothermal,2021,9461.53,2542.07
Global Net-zero,Canada,Biomass / Geothermal,2021,9461.53,2542.07
Canada Net-zero,Canada,Coal & Coke,2021,32642.48,6546
Current Measures,Canada,Coal & Coke,2021,32642.48,6546.15
Global Net-zero,Canada,Coal & Coke,2021,32642.48,6546
Canada Net-zero,Canada,Hydro / Wave / Tidal,2021,378130.64,83067.49
Current Measures,Canada,Hydro / Wave / Tidal,2021,378130.64,83067.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2021,378130.64,83067.49
Canada Net-zero,Canada,Natural Gas,2021,74448.91,22977.83
Current Measures,Canada,Natural Gas,2021,74448.91,22977.83
Global Net-zero,Canada,Natural Gas,2021,74448.91,22977.83
Canada Net-zero,Canada,Oil,2021,1897.82,3660.56
Current Measures,Canada,Oil,2021,1897.82,3660.56
Global Net-zero,Canada,Oil,2021,1897.82,3660.56
Canada Net-zero,Canada,Solar,2021,6249.05,3350.67
Current Measures,Canada,Solar,2021,6248.91,3350.67
Global Net-zero,Canada,Solar,2021,6249.05,3350.67
Canada Net-zero,Canada,Uranium,2021,86894.63,13085
Current Measures,Canada,Uranium,2021,86894.63,13085
Global Net-zero,Canada,Uranium,2021,86894.63,13085
Canada Net-zero,Canada,Wind,2021,35996.13,13878.43
Current Measures,Canada,Wind,2021,35996.13,13878.43
Global Net-zero,Canada,Wind,2021,35996.13,13878.43
Canada Net-zero,Canada,Biomass / Geothermal,2022,11188.25,2542.07
Current Measures,Canada,Biomass / Geothermal,2022,11048.16,2542.07
Global Net-zero,Canada,Biomass / Geothermal,2022,11321.23,2542.07
Canada Net-zero,Canada,Coal & Coke,2022,27612.84,4706
Current Measures,Canada,Coal & Coke,2022,27694.93,4706
Global Net-zero,Canada,Coal & Coke,2022,27548.97,4706
Canada Net-zero,Canada,Hydro / Wave / Tidal,2022,375439.52,83672.49
Current Measures,Canada,Hydro / Wave / Tidal,2022,376174.53,83672.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2022,385441.78,83672.49
Canada Net-zero,Canada,Natural Gas,2022,82038.99,23477.83
Current Measures,Canada,Natural Gas,2022,84841.23,23477.83
Global Net-zero,Canada,Natural Gas,2022,81136.49,23477.83
Canada Net-zero,Canada,Oil,2022,1535.15,3660.56
Current Measures,Canada,Oil,2022,1494.4,3660.56
Global Net-zero,Canada,Oil,2022,1419.63,3660.56
Canada Net-zero,Canada,Solar,2022,10465.07,3994.67
Current Measures,Canada,Solar,2022,11440.72,3994.67
Global Net-zero,Canada,Solar,2022,7968.07,3994.67
Canada Net-zero,Canada,Uranium,2022,87113.13,13085
Current Measures,Canada,Uranium,2022,87342.38,13085
Global Net-zero,Canada,Uranium,2022,83081.65,13085
Canada Net-zero,Canada,Wind,2022,50024.37,15237.43
Current Measures,Canada,Wind,2022,50063.07,15237.43
Global Net-zero,Canada,Wind,2022,50816.97,15237.43
Canada Net-zero,Canada,Biomass / Geothermal,2023,10223.98,2542.07
Current Measures,Canada,Biomass / Geothermal,2023,10474.81,2542.07
Global Net-zero,Canada,Biomass / Geothermal,2023,10291.32,2542.07
Canada Net-zero,Canada,Coal & Coke,2023,19593.65,3761
Current Measures,Canada,Coal & Coke,2023,19650.02,3761
Global Net-zero,Canada,Coal & Coke,2023,19569.22,3761
Canada Net-zero,Canada,Hydro / Wave / Tidal,2023,376053.08,83672.49
Current Measures,Canada,Hydro / Wave / Tidal,2023,377273.16,83672.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2023,375626.96,83672.49
Canada Net-zero,Canada,Natural Gas,2023,90567.89,25938.83
Current Measures,Canada,Natural Gas,2023,97538.69,25938.83
Global Net-zero,Canada,Natural Gas,2023,89258.27,25938.83
Canada Net-zero,Canada,Oil,2023,1606.48,3660.56
Current Measures,Canada,Oil,2023,1506.13,3660.56
Global Net-zero,Canada,Oil,2023,1461.57,3660.56
Canada Net-zero,Canada,Solar,2023,11060.02,4224.67
Current Measures,Canada,Solar,2023,11628.5,4224.67
Global Net-zero,Canada,Solar,2023,10667.02,4224.67
Canada Net-zero,Canada,Uranium,2023,82424.9,12150
Current Measures,Canada,Uranium,2023,82931.78,12150
Global Net-zero,Canada,Uranium,2023,82301.74,12150
Canada Net-zero,Canada,Wind,2023,53497.88,16137.43
Current Measures,Canada,Wind,2023,50366.71,16137.43
Global Net-zero,Canada,Wind,2023,54408.92,16137.43
Canada Net-zero,Canada,Biomass / Geothermal,2024,9912.01,2542.07
Current Measures,Canada,Biomass / Geothermal,2024,10078,2542.07
Global Net-zero,Canada,Biomass / Geothermal,2024,10208,2542.07
Canada Net-zero,Canada,Coal & Coke,2024,11310.91,2931
Current Measures,Canada,Coal & Coke,2024,11319.48,2931
Global Net-zero,Canada,Coal & Coke,2024,11310.04,2931
Canada Net-zero,Canada,Hydro / Wave / Tidal,2024,380279.93,83732.49
Current Measures,Canada,Hydro / Wave / Tidal,2024,381398.88,83732.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2024,379623.31,83732.49
Canada Net-zero,Canada,Natural Gas,2024,99586.8,26203.83
Current Measures,Canada,Natural Gas,2024,106983.79,26203.83
Global Net-zero,Canada,Natural Gas,2024,97732.65,26203.83
Canada Net-zero,Canada,Oil,2024,1442.48,3664.56
Current Measures,Canada,Oil,2024,1498.92,3664.56
Global Net-zero,Canada,Oil,2024,1429.4,3664.56
Canada Net-zero,Canada,Solar,2024,11251.83,4224.67
Current Measures,Canada,Solar,2024,11777.59,4224.67
Global Net-zero,Canada,Solar,2024,10951.56,4224.67
Canada Net-zero,Canada,Uranium,2024,85555.41,12150
Current Measures,Canada,Uranium,2024,86035.52,12150
Global Net-zero,Canada,Uranium,2024,85400.52,12150
Canada Net-zero,Canada,Wind,2024,59566.31,17805.43
Current Measures,Canada,Wind,2024,56443.26,17805.43
Global Net-zero,Canada,Wind,2024,59534.77,17805.43
Canada Net-zero,Canada,Biomass / Geothermal,2025,7438.75,2692.57
Current Measures,Canada,Biomass / Geothermal,2025,7838.55,7595.09
Global Net-zero,Canada,Biomass / Geothermal,2025,8281.2,2582.13
Canada Net-zero,Canada,Coal & Coke,2025,8184.23,2931
Current Measures,Canada,Coal & Coke,2025,8132.43,2931
Global Net-zero,Canada,Coal & Coke,2025,8184.54,2931
Canada Net-zero,Canada,Hydro / Wave / Tidal,2025,402575.9,84857.49
Current Measures,Canada,Hydro / Wave / Tidal,2025,403350.84,84857.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2025,401733.59,84857.49
Canada Net-zero,Canada,Natural Gas,2025,95006.35,29891.23
Current Measures,Canada,Natural Gas,2025,106529.07,30196.04
Global Net-zero,Canada,Natural Gas,2025,98076.85,31498.73
Canada Net-zero,Canada,Oil,2025,1378.34,3674.56
Current Measures,Canada,Oil,2025,1379.91,3674.56
Global Net-zero,Canada,Oil,2025,1355.5,3674.56
Canada Net-zero,Canada,Solar,2025,12184.92,4677.67
Current Measures,Canada,Solar,2025,12140.31,4669.14
Global Net-zero,Canada,Solar,2025,11707.13,4347.67
Canada Net-zero,Canada,Uranium,2025,78449.03,12150
Current Measures,Canada,Uranium,2025,78631.37,12150
Global Net-zero,Canada,Uranium,2025,78278.04,12150
Canada Net-zero,Canada,Wind,2025,64389.48,19372.93
Current Measures,Canada,Wind,2025,57101.81,17289.26
Global Net-zero,Canada,Wind,2025,60429.06,18237.15
Canada Net-zero,Canada,Biomass / Geothermal,2026,7449.83,2692.57
Current Measures,Canada,Biomass / Geothermal,2026,7838.05,7840.25
Global Net-zero,Canada,Biomass / Geothermal,2026,8048.59,2582.13
Canada Net-zero,Canada,Coal & Coke,2026,8185.31,2931
Current Measures,Canada,Coal & Coke,2026,8132.43,2931
Global Net-zero,Canada,Coal & Coke,2026,8183.05,2931
Canada Net-zero,Canada,Hydro / Wave / Tidal,2026,412930.06,85728.57
Current Measures,Canada,Hydro / Wave / Tidal,2026,411765.01,85357.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2026,411852.56,85487.85
Canada Net-zero,Canada,Natural Gas,2026,99038.14,32304.75
Current Measures,Canada,Natural Gas,2026,111760.37,32253.75
Global Net-zero,Canada,Natural Gas,2026,100957.43,33165.53
Canada Net-zero,Canada,Oil,2026,1085.56,3550.52
Current Measures,Canada,Oil,2026,1086.35,3550.52
Global Net-zero,Canada,Oil,2026,1144.65,3550.52
Canada Net-zero,Canada,Solar,2026,12951.8,4940.01
Current Measures,Canada,Solar,2026,12400.52,4699.54
Global Net-zero,Canada,Solar,2026,12370.85,4528.27
Canada Net-zero,Canada,Uranium,2026,75979.7,11165
Current Measures,Canada,Uranium,2026,75823.3,11165
Global Net-zero,Canada,Uranium,2026,76028.67,11165
Canada Net-zero,Canada,Wind,2026,69813.9,20828.18
Current Measures,Canada,Wind,2026,62828.14,18353.75
Global Net-zero,Canada,Wind,2026,67972.82,19632.55
Canada Net-zero,Canada,Biomass / Geothermal,2027,7744.97,2692.57
Current Measures,Canada,Biomass / Geothermal,2027,8075.27,8085.42
Global Net-zero,Canada,Biomass / Geothermal,2027,7787.57,2582.13
Canada Net-zero,Canada,Coal & Coke,2027,7421.1,2640
Current Measures,Canada,Coal & Coke,2027,7367.69,2640
Global Net-zero,Canada,Coal & Coke,2027,7418.06,2640
Canada Net-zero,Canada,Hydro / Wave / Tidal,2027,421814.72,86599.66
Current Measures,Canada,Hydro / Wave / Tidal,2027,418466.41,85857.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2027,419981.88,86118.21
Canada Net-zero,Canada,Natural Gas,2027,106000.47,34937.15
Current Measures,Canada,Natural Gas,2027,118551.42,34530.34
Global Net-zero,Canada,Natural Gas,2027,106986.59,35051.21
Canada Net-zero,Canada,Oil,2027,1079.8,3518.82
Current Measures,Canada,Oil,2027,1071.62,3518.82
Global Net-zero,Canada,Oil,2027,1181.39,3518.82
Canada Net-zero,Canada,Solar,2027,13754.21,5202.35
Current Measures,Canada,Solar,2027,12660.48,4729.94
Global Net-zero,Canada,Solar,2027,13034.4,4708.87
Canada Net-zero,Canada,Uranium,2027,75878.58,10765
Current Measures,Canada,Uranium,2027,75114.81,10765
Global Net-zero,Canada,Uranium,2027,76035.12,10765
Canada Net-zero,Canada,Wind,2027,75286.27,22283.43
Current Measures,Canada,Wind,2027,66229.55,19418.24
Global Net-zero,Canada,Wind,2027,73531.38,21027.95
Canada Net-zero,Canada,Biomass / Geothermal,2028,7888.4,2692.57
Current Measures,Canada,Biomass / Geothermal,2028,8484.83,8330.59
Global Net-zero,Canada,Biomass / Geothermal,2028,8255.76,2582.13
Canada Net-zero,Canada,Coal & Coke,2028,6253.75,2640
Current Measures,Canada,Coal & Coke,2028,6253.35,2640
Global Net-zero,Canada,Coal & Coke,2028,6253.35,2640
Canada Net-zero,Canada,Hydro / Wave / Tidal,2028,429629.51,87470.74
Current Measures,Canada,Hydro / Wave / Tidal,2028,423842.28,86357.49
Global Net-zero,Canada,Hydro / Wave / Tidal,2028,426869.5,86748.57
Canada Net-zero,Canada,Natural Gas,2028,111172.03,37084.17
Current Measures,Canada,Natural Gas,2028,119634.92,36321.54
Global Net-zero,Canada,Natural Gas,2028,110925.75,36451.5
Canada Net-zero,Canada,Oil,2028,1355.68,3518.82
Current Measures,Canada,Oil,2028,1333.15,3518.82
Global Net-zero,Canada,Oil,2028,1482.02,3518.82
Canada Net-zero,Canada,Solar,2028,14563.83,5464.69
Current Measures,Canada,Solar,2028,12920.44,4760.34
Global Net-zero,Canada,Solar,2028,13697.95,4889.47
Canada Net-zero,Canada,Uranium,2028,78808.26,10765
Current Measures,Canada,Uranium,2028,76919.71,10765
Global Net-zero,Canada,Uranium,2028,79075.16,10765
Canada Net-zero,Canada,Wind,2028,81133.15,23738.67
Current Measures,Canada,Wind,2028,73127.79,21382.73
Global Net-zero,Canada,Wind,2028,79436.82,22423.35
Canada Net-zero,Canada,Biomass / Geothermal,2029,8032.67,2692.57
